customer_id,country,country_risk_category,is_pep,account_age_months,monthly_txn_count,avg_txn_amount,cash_txn_ratio,cross_border_txn_ratio,has_adverse_media,kyc_doc_complete,channel,high_risk
CUST00745,Country_F,low,0,1,8,31649.47,0.17,0.38,0,1,branch,0
CUST00746,Country_H,low,0,12,20,652.49,0.02,0.05,0,1,mobile,0
CUST00747,Country_B,high,0,28,11,14964.15,0.09,0.6,0,1,online,1
CUST00748,Country_G,low,0,26,20,5622.12,0.33,0.04,0,1,branch,0
CUST00749,Country_J,low,0,9,21,1445.16,0.27,0.09,0,1,online,0
CUST00750,Country_D,medium,0,20,14,19354.79,0.23,0.38,0,1,mobile,0
CUST00751,Country_F,low,0,47,17,4632.67,0.18,0.43,0,1,mobile,0
CUST00752,Country_J,low,0,0,8,4328.32,0.13,0.39,0,1,mobile,0
CUST00753,Country_H,low,0,4,7,291.11,0.4,0.5,0,1,mobile,0
CUST00754,Country_B,high,0,2,19,965.52,0.3,0.27,0,1,branch,0
CUST00755,Country_J,low,0,4,14,21669.36,0.16,0.22,0,1,mobile,0
CUST00756,Country_I,low,0,2,12,56003.39,0.1,0.31,0,1,branch,0
CUST00757,Country_F,low,0,38,15,408.98,0.33,0.37,0,1,branch,0
CUST00758,Country_F,low,0,34,17,141.17,0.05,0.07,0,1,online,0
CUST00759,Country_D,medium,0,1,16,39921.61,0.27,0.37,0,1,branch,0
CUST00760,Country_H,low,0,29,15,10264.62,0.3,0.09,0,1,mobile,0
CUST00761,Country_A,high,0,49,25,1457.17,0.24,0.13,0,1,branch,0
CUST00762,Country_H,low,0,24,13,4807.09,0.15,0.26,0,0,mobile,0
CUST00763,Country_G,low,0,47,15,3135.13,0.17,0.05,0,1,online,0
CUST00764,Country_H,low,0,42,12,3706.91,0.11,0.12,0,1,branch,0
CUST00765,Country_F,low,0,0,17,24064.01,0.31,0.2,0,1,mobile,0
CUST00766,Country_I,low,0,92,16,7807.09,0.16,0.11,0,1,mobile,0
CUST00767,Country_C,high,0,20,16,6540.67,0.08,0.15,0,1,branch,0
CUST00768,Country_G,low,0,1,20,5598.49,0.16,0.17,0,1,online,0
CUST00769,Country_H,low,0,32,17,20296.19,0.48,0.15,0,1,branch,0
CUST00770,Country_B,high,0,17,12,10306.75,0.26,0.26,0,1,branch,0
CUST00771,Country_H,low,0,1,22,3975.69,0.18,0.3,0,1,mobile,0
CUST00772,Country_J,low,0,14,21,22137.24,0.03,0.53,0,1,mobile,0
CUST00773,Country_H,low,0,27,16,38295.33,0.11,0.21,0,1,mobile,0
CUST00774,Country_F,low,0,19,23,8027.16,0.18,0.27,0,1,mobile,0
CUST00775,Country_H,low,0,22,15,2003.75,0.41,0.22,0,1,online,0
CUST00776,Country_F,low,0,99,14,1437.78,0.25,0.18,0,1,online,0
CUST00777,Country_F,low,0,12,11,3466.67,0.1,0.27,0,1,mobile,0
CUST00778,Country_D,medium,0,11,14,5334.86,0.15,0.4,0,1,online,0
CUST00779,Country_H,low,0,37,10,26872.78,0.42,0.23,1,1,online,0
CUST00780,Country_H,low,0,21,19,1852.71,0.15,0.27,0,1,mobile,0
CUST00781,Country_J,low,0,43,12,3019.05,0.31,0.16,0,1,mobile,0
CUST00782,Country_G,low,0,13,6,4609.42,0.04,0.25,0,1,mobile,0
CUST00783,Country_G,low,0,2,10,46903.02,0.38,0.29,0,1,mobile,0
CUST00784,Country_F,low,0,18,16,8046.58,0.11,0.05,0,1,online,0
CUST00785,Country_G,low,0,35,21,1051.89,0.04,0.39,0,1,branch,0
CUST00786,Country_I,low,0,4,12,1144.02,0.16,0.29,0,1,online,0
CUST00787,Country_F,low,0,39,14,576.25,0.22,0.41,0,0,mobile,0
CUST00788,Country_D,medium,0,7,10,4992.8,0.19,0.29,1,1,mobile,0
CUST00789,Country_C,high,0,2,14,46841.16,0.04,0.05,0,1,mobile,0
CUST00790,Country_G,low,0,134,21,914.29,0.15,0.17,0,1,mobile,0
CUST00791,Country_J,low,0,88,13,5902.89,0.64,0.45,0,1,branch,0
CUST00792,Country_A,high,0,0,19,5854.34,0.27,0.03,0,1,branch,0
CUST00793,Country_D,medium,0,0,17,15154.07,0.24,0.09,0,1,mobile,0
CUST00794,Country_G,low,0,18,14,4098.46,0.17,0.24,0,1,mobile,0
CUST00795,Country_H,low,1,55,19,2098.82,0.31,0.31,0,1,online,1
CUST00796,Country_A,high,1,4,15,1261.81,0.34,0.07,0,1,mobile,1
CUST00797,Country_G,low,0,46,16,3051.35,0.13,0.05,0,1,mobile,0
CUST00798,Country_F,low,0,1,10,5132.96,0.41,0.15,0,0,branch,0
CUST00799,Country_C,high,0,61,13,7243.96,0.2,0.12,0,1,online,0
CUST00800,Country_I,low,0,51,12,1335.76,0.24,0.23,0,1,branch,0
CUST00801,Country_F,low,0,12,15,180.52,0.27,0.3,0,1,branch,0
CUST00802,Country_I,low,0,33,16,9243.61,0.19,0.09,0,1,branch,0
CUST00803,Country_I,low,0,29,15,3813.21,0.11,0.07,0,1,branch,0
CUST00804,Country_G,low,0,9,18,120184.22,0.13,0.45,0,1,mobile,1
CUST00805,Country_I,low,0,11,17,2212.13,0.07,0.34,0,1,mobile,0
CUST00806,Country_H,low,0,14,10,2085.46,0.09,0.22,0,1,mobile,0
CUST00807,Country_I,low,0,16,13,4654.71,0.34,0.09,0,1,online,0
CUST00808,Country_C,high,0,2,15,3011.96,0.35,0.01,0,1,mobile,0
CUST00809,Country_F,low,0,0,16,20996.07,0.1,0.26,0,0,branch,0
CUST00810,Country_G,low,0,4,24,2874.54,0.09,0.35,0,1,branch,0
CUST00811,Country_J,low,0,1,20,2743.25,0.29,0.24,0,1,branch,0
CUST00812,Country_F,low,0,29,17,4437.3,0.33,0.35,0,1,online,0
CUST00813,Country_H,low,0,31,13,4275.85,0.16,0.22,0,1,online,0
CUST00814,Country_H,low,0,13,16,9584.57,0.27,0.32,0,1,online,0
CUST00815,Country_I,low,0,3,12,5106.31,0.35,0.23,0,1,mobile,0
CUST00816,Country_J,low,0,3,13,2235.84,0.07,0.18,0,1,mobile,0
CUST00817,Country_A,high,0,20,14,2116.27,0.12,0.12,0,1,mobile,1
CUST00818,Country_H,low,0,112,15,6930.73,0.17,0.19,0,1,mobile,0
CUST00819,Country_H,low,0,3,15,13829.53,0.18,0.16,0,1,mobile,0
CUST00820,Country_J,low,0,9,12,19482.91,0.05,0.15,0,1,mobile,0
CUST00821,Country_F,low,0,32,11,8209.76,0.14,0.01,0,1,branch,0
CUST00822,Country_H,low,0,12,12,11393.84,0.38,0.08,0,1,branch,0
CUST00823,Country_J,low,0,10,12,39183.9,0.07,0.28,0,0,online,0
CUST00824,Country_F,low,0,94,21,9825.67,0.19,0.43,0,1,branch,0
CUST00825,Country_J,low,0,21,16,6677.99,0.23,0.05,0,1,online,0
CUST00826,Country_I,low,0,14,18,10369.74,0.12,0.33,1,1,online,0
CUST00827,Country_E,medium,0,62,9,1147.46,0.43,0.22,0,1,branch,0
CUST00828,Country_A,high,0,7,13,15267.82,0.04,0.06,0,0,branch,1
CUST00829,Country_J,low,0,3,12,17642.49,0.34,0.35,0,0,branch,0
CUST00830,Country_J,low,0,17,12,1622.46,0.58,0.25,0,1,branch,0
CUST00831,Country_H,low,0,97,12,14646.72,0.05,0.17,0,1,branch,0
CUST00832,Country_J,low,1,3,15,1101.4,0.13,0.05,0,1,online,0
CUST00833,Country_J,low,0,48,17,56894.63,0.19,0.09,0,1,online,0
CUST00834,Country_G,low,0,3,23,3861.74,0.12,0.21,0,1,mobile,0
CUST00835,Country_F,low,0,1,23,4139.45,0.18,0.21,0,1,branch,0
CUST00836,Country_F,low,0,22,14,3684.76,0.35,0.11,0,1,online,0
CUST00837,Country_B,high,0,9,14,2085.91,0.58,0.17,0,1,branch,0
CUST00838,Country_I,low,0,4,10,7241.28,0.05,0.32,0,1,branch,0
CUST00839,Country_I,low,0,13,13,921.08,0.34,0.44,0,1,mobile,0
CUST00840,Country_F,low,0,83,13,5627.14,0.16,0.21,0,1,branch,0
CUST00841,Country_C,high,0,124,10,5055.65,0.22,0.09,0,0,mobile,0
CUST00842,Country_D,medium,0,32,17,2634.44,0.14,0.3,0,1,branch,0
CUST00843,Country_J,low,0,9,18,1586.54,0.04,0.21,0,1,mobile,0
CUST00844,Country_G,low,0,13,11,7577.97,0.1,0.22,0,1,mobile,0
CUST00845,Country_G,low,0,63,13,15047.63,0.15,0.06,0,1,online,0
CUST00846,Country_H,low,0,20,19,11883.27,0.44,0.15,0,1,online,0
CUST00847,Country_E,medium,0,14,20,1104.71,0.32,0.49,0,1,branch,0
CUST00848,Country_J,low,1,4,13,6440.94,0.15,0.13,1,1,online,1
CUST00849,Country_B,high,0,0,15,5575.48,0.06,0.38,0,1,mobile,0
CUST00850,Country_G,low,0,1,19,4511.99,0.31,0.16,0,1,online,0
CUST00851,Country_H,low,0,29,15,3216.58,0.17,0.34,0,1,mobile,0
CUST00852,Country_F,low,0,1,12,3180.95,0.1,0.14,0,1,online,0
CUST00853,Country_I,low,0,30,18,1917.05,0.24,0.04,0,1,online,0
CUST00854,Country_D,medium,0,2,18,10393.11,0.18,0.45,0,1,branch,0
CUST00855,Country_G,low,0,9,18,547.6,0.09,0.03,0,1,mobile,0
CUST00856,Country_J,low,0,24,23,1131.18,0.46,0.34,0,1,mobile,0
CUST00857,Country_I,low,0,13,17,1889.46,0.32,0.41,1,1,online,0
CUST00858,Country_G,low,0,19,18,1428.46,0.41,0.27,0,1,online,0
CUST00859,Country_I,low,0,11,13,6976.94,0.17,0.31,0,1,branch,0
CUST00860,Country_B,high,0,32,15,41153.67,0.23,0.24,0,1,online,0
CUST00861,Country_I,low,0,34,20,12527.0,0.49,0.04,0,1,branch,0
CUST00862,Country_J,low,0,30,16,2866.99,0.28,0.28,0,1,online,0
CUST00863,Country_F,low,0,37,15,4436.27,0.21,0.08,0,1,branch,0
CUST00864,Country_C,high,0,23,9,31523.16,0.26,0.25,0,1,mobile,0
CUST00865,Country_E,medium,0,1,13,22261.89,0.08,0.35,0,1,branch,0
CUST00866,Country_F,low,0,2,17,695.8,0.18,0.29,0,1,mobile,0
CUST00867,Country_I,low,0,26,15,937.76,0.31,0.35,0,1,branch,0
CUST00868,Country_F,low,0,43,13,592.36,0.12,0.45,0,0,online,0
CUST00869,Country_G,low,0,23,18,8888.63,0.02,0.03,0,1,branch,0
CUST00870,Country_H,low,0,12,16,2584.02,0.19,0.07,0,1,online,0
CUST00871,Country_H,low,0,10,18,5419.6,0.56,0.35,0,1,mobile,0
CUST00872,Country_J,low,0,4,15,3628.52,0.07,0.27,0,1,branch,0
CUST00873,Country_H,low,0,51,15,5414.01,0.11,0.17,0,1,mobile,0
CUST00874,Country_I,low,0,22,19,8195.31,0.18,0.21,0,1,online,0
CUST00875,Country_J,low,0,34,21,591.04,0.16,0.18,0,1,mobile,0
CUST00876,Country_G,low,0,3,12,7375.12,0.15,0.44,0,1,branch,0
CUST00877,Country_J,low,0,2,21,3233.4,0.21,0.13,0,1,branch,0
CUST00878,Country_A,high,0,17,18,3104.89,0.28,0.2,0,1,mobile,0
CUST00879,Country_J,low,0,48,21,659.43,0.25,0.05,0,1,mobile,0
CUST00880,Country_G,low,0,0,20,28525.32,0.12,0.12,0,1,mobile,0
CUST00881,Country_D,medium,0,24,13,11376.3,0.48,0.06,0,1,mobile,0
CUST00882,Country_A,high,0,9,22,10026.65,0.06,0.1,0,1,branch,1
CUST00883,Country_G,low,0,2,9,3708.22,0.19,0.37,0,1,mobile,0
CUST00884,Country_G,low,0,18,10,9989.87,0.03,0.23,0,1,mobile,0
CUST00885,Country_D,medium,0,18,15,23591.1,0.17,0.03,0,1,online,0
CUST00886,Country_G,low,0,41,11,48641.54,0.07,0.6,0,1,online,0
CUST00887,Country_I,low,0,31,16,2424.15,0.19,0.16,0,1,mobile,0
CUST00888,Country_J,low,0,20,17,4116.46,0.08,0.18,0,1,branch,0
CUST00889,Country_G,low,0,29,19,7069.64,0.21,0.2,0,1,branch,0
CUST00890,Country_I,low,0,1,19,20962.9,0.23,0.15,0,1,mobile,0
CUST00891,Country_I,low,0,11,12,6001.39,0.22,0.17,0,1,branch,0
CUST00892,Country_F,low,0,11,20,78171.56,0.25,0.4,0,1,mobile,0
CUST00893,Country_G,low,0,68,20,5203.08,0.17,0.09,0,1,branch,0
CUST00894,Country_F,low,0,1,6,6026.07,0.15,0.17,0,1,online,0
CUST00895,Country_I,low,0,0,14,23811.88,0.15,0.28,0,1,mobile,0
CUST00896,Country_J,low,0,21,19,3239.05,0.1,0.24,0,1,mobile,0
CUST00897,Country_H,low,0,15,9,25974.44,0.24,0.24,0,0,online,0
CUST00898,Country_D,medium,0,93,11,1156.52,0.22,0.4,0,1,mobile,0
CUST00899,Country_H,low,0,2,8,7803.03,0.39,0.0,0,1,online,0
CUST00900,Country_D,medium,0,66,19,265.37,0.34,0.09,0,1,mobile,0
CUST00901,Country_J,low,0,1,22,3994.75,0.39,0.25,0,1,mobile,0
CUST00902,Country_I,low,0,3,23,2383.05,0.57,0.08,0,1,branch,0
CUST00903,Country_G,low,0,6,10,8585.55,0.09,0.14,0,1,online,0
CUST00904,Country_H,low,0,12,16,2195.85,0.39,0.25,0,0,mobile,0
CUST00905,Country_E,medium,0,10,17,469.91,0.24,0.21,0,1,online,0
CUST00906,Country_F,low,0,17,19,1487.93,0.21,0.22,0,1,mobile,0
CUST00907,Country_H,low,0,81,18,12965.96,0.04,0.29,0,0,online,0
CUST00908,Country_E,medium,0,4,17,734.47,0.26,0.18,0,1,mobile,0
CUST00909,Country_J,low,0,16,22,103227.6,0.27,0.04,0,1,mobile,0
CUST00910,Country_H,low,0,24,14,4894.84,0.09,0.18,0,1,mobile,0
CUST00911,Country_F,low,0,57,7,74801.81,0.1,0.02,0,1,branch,0
CUST00912,Country_I,low,0,21,8,23590.25,0.15,0.03,0,1,online,0
CUST00913,Country_J,low,0,8,15,3124.08,0.07,0.44,0,1,branch,0
CUST00914,Country_J,low,0,19,14,9329.11,0.06,0.46,0,1,branch,0
CUST00915,Country_F,low,0,5,10,3519.3,0.12,0.16,0,1,online,0
CUST00916,Country_H,low,0,16,12,12877.29,0.23,0.27,0,1,mobile,0
CUST00917,Country_F,low,0,19,13,12420.92,0.28,0.38,0,1,online,0
CUST00918,Country_G,low,0,47,19,17719.51,0.19,0.22,0,1,branch,0
CUST00919,Country_G,low,0,57,18,23047.97,0.13,0.2,0,1,mobile,0
CUST00920,Country_H,low,0,65,8,16880.52,0.58,0.13,0,1,mobile,0
CUST00921,Country_H,low,0,1,18,4582.96,0.09,0.29,0,1,online,0
CUST00922,Country_G,low,0,29,21,19577.06,0.08,0.2,0,0,mobile,0
CUST00923,Country_D,medium,0,42,11,5870.63,0.18,0.44,0,1,mobile,0
CUST00924,Country_I,low,0,9,16,1670.88,0.25,0.08,0,0,online,0
CUST00925,Country_H,low,0,7,18,2627.14,0.01,0.44,0,1,online,0
CUST00926,Country_D,medium,0,31,15,1554.78,0.2,0.32,0,1,mobile,0
CUST00927,Country_D,medium,0,19,17,1857.97,0.18,0.2,0,1,online,0
CUST00928,Country_G,low,0,9,19,687.25,0.34,0.32,0,0,mobile,0
CUST00929,Country_J,low,0,37,24,2312.99,0.29,0.35,0,1,mobile,0
CUST00930,Country_G,low,0,2,16,2004.36,0.06,0.44,0,1,mobile,0
CUST00931,Country_J,low,0,4,14,7317.75,0.22,0.13,0,1,online,0
CUST00932,Country_J,low,1,3,14,52433.47,0.03,0.13,0,1,branch,0
CUST00933,Country_G,low,0,13,22,5664.92,0.11,0.11,0,1,mobile,0
CUST00934,Country_H,low,0,2,11,4032.94,0.19,0.12,0,1,mobile,0
CUST00935,Country_J,low,0,90,11,11071.19,0.09,0.34,0,1,mobile,0
CUST00936,Country_F,low,0,34,11,1320.45,0.17,0.24,0,1,online,0
CUST00937,Country_D,medium,0,23,11,20033.92,0.23,0.11,0,1,online,0
CUST00938,Country_I,low,0,29,13,3724.03,0.34,0.21,0,1,online,0
CUST00939,Country_F,low,0,15,16,18385.57,0.19,0.01,0,1,online,0
CUST00940,Country_F,low,0,9,12,3035.94,0.06,0.13,0,1,online,0
CUST00941,Country_G,low,0,6,16,1490.76,0.21,0.09,0,1,branch,0
CUST00942,Country_F,low,0,10,17,2362.54,0.21,0.08,0,1,branch,0
CUST00943,Country_I,low,0,3,13,14169.94,0.12,0.19,0,1,branch,0
CUST00944,Country_J,low,0,7,17,880.13,0.07,0.18,0,1,online,0
CUST00945,Country_J,low,0,6,22,8066.72,0.35,0.1,0,1,branch,0
CUST00946,Country_F,low,0,69,10,6905.45,0.19,0.21,0,1,mobile,0
CUST00947,Country_G,low,0,6,8,833.29,0.03,0.15,0,1,online,0
CUST00948,Country_I,low,0,0,12,2420.63,0.34,0.55,0,1,online,0
CUST00949,Country_H,low,0,48,10,11191.76,0.13,0.25,0,1,mobile,0
CUST00950,Country_G,low,0,112,17,3940.19,0.41,0.36,0,1,online,0
CUST00951,Country_F,low,0,5,15,15620.48,0.24,0.34,0,1,online,0
CUST00952,Country_E,medium,0,35,8,11922.07,0.29,0.44,0,1,online,0
CUST00953,Country_I,low,0,31,10,25802.01,0.34,0.05,0,1,branch,0
CUST00954,Country_H,low,0,79,14,891.53,0.42,0.46,0,1,online,0
CUST00955,Country_C,high,0,12,12,21268.16,0.29,0.41,0,1,mobile,0
CUST00956,Country_G,low,0,1,16,65429.56,0.07,0.06,0,1,mobile,0
CUST00957,Country_G,low,0,26,16,27400.79,0.14,0.21,0,1,online,0
CUST00958,Country_E,medium,0,2,11,5750.3,0.05,0.08,0,1,mobile,0
CUST00959,Country_H,low,0,0,16,1748.93,0.12,0.09,0,1,mobile,0
CUST00960,Country_H,low,0,40,11,2917.28,0.32,0.22,0,1,branch,0
CUST00961,Country_G,low,0,9,21,10323.69,0.03,0.02,0,1,online,0
CUST00962,Country_J,low,0,3,10,1129.47,0.09,0.43,1,1,branch,0
CUST00963,Country_G,low,0,81,18,4754.52,0.27,0.19,0,1,online,0
CUST00964,Country_C,high,0,3,17,3989.71,0.11,0.14,0,1,online,0
CUST00965,Country_F,low,0,37,15,59014.22,0.1,0.31,0,1,online,0
CUST00966,Country_H,low,0,10,11,2215.63,0.07,0.35,0,1,mobile,0
CUST00967,Country_E,medium,1,0,13,5132.74,0.33,0.02,1,1,mobile,1
CUST00968,Country_G,low,0,16,11,8333.72,0.23,0.49,0,1,branch,0
CUST00969,Country_F,low,0,63,11,3479.41,0.35,0.25,0,1,online,0
CUST00970,Country_I,low,0,20,16,3767.0,0.07,0.0,0,1,mobile,0
CUST00971,Country_D,medium,0,6,19,1318.02,0.26,0.25,0,1,online,0
CUST00972,Country_F,low,0,15,19,4781.85,0.41,0.11,0,1,branch,0
CUST00973,Country_B,high,0,17,18,1570.91,0.03,0.45,0,1,mobile,0
CUST00974,Country_I,low,0,2,12,4684.62,0.2,0.1,0,1,online,0
CUST00975,Country_I,low,0,59,21,12766.31,0.51,0.24,0,1,online,0
CUST00976,Country_G,low,0,0,16,2696.55,0.12,0.37,0,1,branch,0
CUST00977,Country_D,medium,0,46,13,10002.53,0.11,0.13,0,1,online,0
CUST00978,Country_G,low,0,20,20,1277.48,0.27,0.07,0,1,online,0
CUST00979,Country_J,low,0,24,19,18747.48,0.17,0.1,0,0,branch,0
CUST00980,Country_D,medium,0,10,9,2582.34,0.26,0.38,0,1,branch,0
CUST00981,Country_F,low,0,2,11,11990.78,0.16,0.3,0,1,online,0
CUST00982,Country_I,low,0,1,15,1013.56,0.15,0.45,0,1,online,0
CUST00983,Country_J,low,0,10,22,9097.39,0.32,0.15,0,1,mobile,0
CUST00984,Country_G,low,0,6,18,11830.3,0.09,0.23,0,1,branch,0
CUST00985,Country_H,low,0,4,21,3198.57,0.21,0.24,0,1,mobile,0
CUST00986,Country_F,low,0,5,16,23805.11,0.57,0.06,0,1,branch,0
CUST00987,Country_H,low,0,10,17,2383.51,0.2,0.02,0,1,mobile,0
CUST00988,Country_E,medium,0,42,20,11757.03,0.09,0.1,1,1,mobile,0
CUST00989,Country_I,low,0,3,16,176.56,0.09,0.13,0,1,online,0
CUST00990,Country_G,low,0,77,18,34570.9,0.36,0.29,0,1,mobile,0
CUST00991,Country_G,low,0,22,15,6631.07,0.26,0.7,0,0,branch,0
CUST00992,Country_H,low,0,31,15,9804.31,0.18,0.14,0,1,online,0
CUST00993,Country_J,low,0,26,13,7479.75,0.38,0.15,0,1,branch,0
CUST00994,Country_J,low,0,3,22,21176.23,0.38,0.29,0,1,online,0
CUST00995,Country_I,low,0,15,11,33610.55,0.31,0.37,0,1,mobile,0
CUST00996,Country_G,low,0,7,6,26668.39,0.44,0.14,0,1,online,0
CUST00997,Country_B,high,0,8,14,244.28,0.37,0.03,0,1,branch,0
CUST00998,Country_G,low,0,18,15,2150.98,0.04,0.11,0,1,mobile,0
CUST00999,Country_J,low,0,13,8,8751.28,0.38,0.03,0,1,mobile,0
CUST01000,Country_J,low,0,19,18,25405.6,0.4,0.26,0,0,branch,0
CUST01001,Country_H,low,0,54,15,3701.22,0.07,0.03,0,1,mobile,0
CUST01002,Country_G,low,0,7,15,22192.37,0.38,0.23,0,0,online,0
CUST01003,Country_G,low,0,6,18,4202.04,0.25,0.19,0,1,mobile,0
CUST01004,Country_G,low,0,13,14,17141.44,0.51,0.23,0,1,online,0
CUST01005,Country_H,low,0,12,19,5868.62,0.12,0.29,0,1,online,0
CUST01006,Country_J,low,0,25,12,5643.8,0.04,0.29,1,1,mobile,0
CUST01007,Country_I,low,0,16,18,1564.22,0.4,0.04,0,1,branch,0
CUST01008,Country_I,low,0,36,17,1528.34,0.4,0.22,0,1,mobile,0
CUST01009,Country_G,low,0,3,20,10786.52,0.08,0.01,0,1,online,0
CUST01010,Country_H,low,0,0,12,7661.86,0.06,0.12,0,1,online,0
CUST01011,Country_G,low,0,21,14,15146.2,0.14,0.4,0,1,online,0
CUST01012,Country_F,low,0,10,17,24568.73,0.44,0.22,0,0,online,0
CUST01013,Country_F,low,0,6,13,4554.94,0.28,0.09,0,1,online,0
CUST01014,Country_E,medium,0,12,11,9746.14,0.19,0.5,0,1,online,0
CUST01015,Country_J,low,0,31,12,921.28,0.02,0.21,0,1,online,0
CUST01016,Country_H,low,0,0,22,5197.18,0.19,0.17,0,0,online,0
CUST01017,Country_G,low,0,4,10,8324.54,0.33,0.36,0,1,branch,0
CUST01018,Country_E,medium,0,22,16,2922.68,0.08,0.07,0,1,branch,0
CUST01019,Country_J,low,0,12,19,1807.56,0.34,0.08,0,1,online,0
CUST01020,Country_J,low,0,42,20,360.79,0.26,0.12,0,1,mobile,0
CUST01021,Country_D,medium,0,20,13,5862.07,0.31,0.12,0,1,mobile,0
CUST01022,Country_B,high,0,8,12,5043.75,0.26,0.17,0,1,online,0
CUST01023,Country_I,low,0,4,17,20383.91,0.06,0.09,0,1,branch,0
CUST01024,Country_D,medium,0,9,14,79562.14,0.32,0.21,0,1,online,0
CUST01025,Country_G,low,0,6,17,18016.32,0.24,0.31,0,1,branch,0
CUST01026,Country_I,low,0,20,10,3182.7,0.28,0.06,0,1,branch,0
CUST01027,Country_G,low,0,21,8,31770.21,0.31,0.16,0,1,branch,0
CUST01028,Country_I,low,0,0,15,1491.78,0.24,0.13,0,1,branch,0
CUST01029,Country_I,low,0,5,12,47102.23,0.11,0.19,0,1,mobile,0
CUST01030,Country_J,low,0,37,19,979.54,0.03,0.13,0,1,branch,0
CUST01031,Country_F,low,0,0,18,8930.21,0.17,0.22,0,1,mobile,0
CUST01032,Country_A,high,0,28,17,1729.79,0.24,0.21,0,1,branch,0
CUST01033,Country_F,low,0,39,21,9507.17,0.19,0.36,0,1,branch,0
CUST01034,Country_I,low,0,0,16,2053.21,0.13,0.11,0,1,mobile,0
CUST01035,Country_F,low,0,5,20,6851.3,0.08,0.09,1,1,branch,0
CUST01036,Country_F,low,0,2,7,2908.05,0.2,0.06,0,1,mobile,0
CUST01037,Country_E,medium,0,23,13,21589.24,0.24,0.24,0,1,branch,0
CUST01038,Country_I,low,0,51,15,2891.2,0.3,0.31,0,1,branch,0
CUST01039,Country_A,high,0,21,14,2229.33,0.15,0.31,0,1,branch,1
CUST01040,Country_F,low,0,113,16,1284.33,0.26,0.11,0,1,branch,0
CUST01041,Country_G,low,0,16,10,5018.19,0.43,0.11,0,1,mobile,0
CUST01042,Country_G,low,0,8,11,658.19,0.36,0.48,0,1,online,0
CUST01043,Country_J,low,0,14,20,12677.39,0.09,0.18,0,1,online,0
CUST01044,Country_G,low,0,1,18,17618.96,0.19,0.2,0,1,online,0
CUST01045,Country_I,low,0,42,15,20882.65,0.23,0.29,1,1,mobile,0
CUST01046,Country_J,low,0,19,15,7963.7,0.11,0.19,0,1,branch,0
CUST01047,Country_J,low,0,32,14,9324.19,0.21,0.09,0,1,branch,0
CUST01048,Country_G,low,0,29,18,27892.94,0.04,0.05,0,1,mobile,0
CUST01049,Country_G,low,0,25,23,9357.29,0.12,0.06,0,1,online,0
CUST01050,Country_G,low,0,18,12,1999.03,0.27,0.23,0,1,online,0
CUST01051,Country_G,low,0,4,19,2172.98,0.2,0.24,0,1,mobile,0
CUST01052,Country_I,low,0,37,21,2611.24,0.13,0.14,0,1,online,0
CUST01053,Country_F,low,1,3,12,1050.33,0.04,0.35,0,1,mobile,0
CUST01054,Country_G,low,0,24,14,11173.94,0.44,0.08,0,1,mobile,0
CUST01055,Country_G,low,0,3,11,732.58,0.2,0.24,0,1,mobile,0
CUST01056,Country_I,low,0,27,14,7195.37,0.36,0.06,0,1,branch,0
CUST01057,Country_D,medium,1,9,12,71458.39,0.35,0.04,0,0,online,0
CUST01058,Country_H,low,0,32,10,36219.06,0.13,0.35,0,1,mobile,0
CUST01059,Country_I,low,0,13,17,11200.75,0.49,0.33,0,1,online,0
CUST01060,Country_I,low,0,22,9,2040.27,0.05,0.18,0,1,online,0
CUST01061,Country_B,high,0,30,18,400.55,0.22,0.18,0,0,branch,1
CUST01062,Country_A,high,0,22,16,1823.77,0.23,0.51,0,1,online,0
CUST01063,Country_H,low,0,23,17,2703.84,0.19,0.05,0,1,mobile,0
CUST01064,Country_C,high,0,1,11,145267.86,0.28,0.19,0,1,online,1
CUST01065,Country_F,low,0,18,17,1877.33,0.03,0.14,0,1,mobile,0
CUST01066,Country_I,low,0,23,12,304.72,0.08,0.21,0,1,online,0
CUST01067,Country_I,low,0,0,21,4499.29,0.08,0.2,0,1,online,0
CUST01068,Country_D,medium,0,10,12,1792.9,0.09,0.09,0,1,online,0
CUST01069,Country_G,low,0,24,19,2872.63,0.13,0.02,0,1,online,0
CUST01070,Country_E,medium,0,5,12,5505.12,0.14,0.24,0,1,online,0
CUST01071,Country_J,low,1,0,13,11191.19,0.38,0.39,0,1,branch,1
CUST01072,Country_G,low,0,11,12,697.79,0.24,0.25,0,1,mobile,0
CUST01073,Country_F,low,0,61,9,1320.27,0.13,0.03,0,0,online,0
CUST01074,Country_J,low,0,10,18,1768.1,0.03,0.0,0,1,online,0
CUST01075,Country_J,low,0,28,17,6089.07,0.05,0.1,0,1,mobile,0
CUST01076,Country_J,low,0,32,25,12135.65,0.26,0.11,0,1,mobile,0
CUST01077,Country_D,medium,0,10,19,1483.14,0.21,0.15,0,1,branch,0
CUST01078,Country_A,high,0,2,13,2405.43,0.04,0.08,0,1,mobile,0
CUST01079,Country_F,low,0,23,5,214.75,0.07,0.09,0,1,mobile,0
CUST01080,Country_G,low,0,1,18,6227.97,0.29,0.41,0,1,online,0
CUST01081,Country_G,low,0,29,10,4498.2,0.17,0.01,0,1,online,0
CUST01082,Country_G,low,0,10,16,3018.53,0.27,0.23,0,1,branch,0
